text,label
ulpa tipe bangsa aceh bangsa aceh wajeb merdeka,neutral
gas elpiji kg lua aceh tgk rp bak droeneh daerah gas padum tgk,neutral
meungyo meunan ka get that,positive
bereh droe neh tgk,positive
sigam poko kah syeky,negative
nyan cap,positive
alah hai khalis male aceh la en lage bugle,negative
nyan bereh that bek neu peutrep le droneuh aju keu kamo rakyat ka meu piyoh ka hek meu uet koyok brhahaha,neutral
lagenyo senang teuh ta ngieng aneuk muda sang jadeh jeut keu lagu motivasi nyoo nyan ka ku kapateh hana tupat bantah,positive
ka payah pakek teks meuhan meuramah lom meupegah nyoe teupegah jeh,neutral
gara gara lon dingoe lagu njoebrhana panik rhot keupanik,neutral
nyo ka upload le gob bak chanel laen lagu awak dren basmi bek rugo lampoh awak dren keren a hrefhttpwww youtube comresultssearchqueryapacheapachea ybra hrefhttpswww youtube comwatchvhiggcrirwampt,neutral
njan ji peunget keh,neutral
meunyo hana dayah atjeh ka jeut buy generasi atjeh u keue pue kaneuk rusak aqidah generasi,neutral
awak komen that sirik dum goe nyan kon awaknyoe mita peng hai bangai kampungan,negative
ulama pancasila ka geupeujalee sumpah kieh aaoe keeh,negative
aceh pungo kah cut smga bagah geubi hidayah,negative
loen tuan suka deungon juru rekam hes pro good job ngen tunggu karya selanjut jieh rakan apache,positive
taik boh ban saboh boh,negative
tarasa saket tarasa seunang mantap jiwa,neutral
mualem kali nyoe,neutral
nyan baro bereh tontong,positive
menyo na budee menteng ek lon muprangbrmenyo prang bah long fon plung u nangro lua,neutral
hana biasaa,positive
jamal pekapeget jamal,neutral
assalammualaikum kamo masyarakat ka hana ek le keuneng peunget but bangsa dro sow neu cidik keu dro kiban riwayat hidup oreung agam aceh meuye salah bek ta bela murka,neutral
salam sukses apache aneuk acheh sulawesi,positive
awak p a ka tuwo mandum pue yg kajipuegah barokon hana jikalon petinggi jih ka sajan penjajah sapue tan jitupue le,neutral
bangai bangai,negative
nyan ka ka adeee padee ikeu manok watee ie chok chok beukah tika,neutral
mantap aneuk muda salm aceh tamiang,positive
hanjet geujampue urusan urg tuha gampong nye media ttp masyarakat yg bertindak lecuali ngen gampong baro jet urusan ngen si tuha gampong paken bangai awak kah,neutral
nyo kheun awak lon abdya meutanom mangat lagu nyo,positive
dlm sengap na bangsa luwa bantu awak dro neuh kebenaran kalen saboh wate,neutral
betoi age syehki pegah betoi pendapat cehki peusampo cehki,neutral
bangga ureung aceh mandum karna na aneuk muda lage nyo kreatif brlanjutkan aduen brkesuksesan awak droe neuh ka ikeu mata nyan,positive
ulama han ek geuh peng harem peng rak yat,neutral
peu petugas si maee nyo,negative
hana menang menang sistem menang curang ipeurunoe mandum lee awak blah deh laot pangtibang sagoe hana marwah ureung aceh hana bangga ngen sejarah perjuangan indatu,neutral
style bek tuoo,neutral
pue lom maee yg ka hah abahlom lee that ka ook bak tiktok lagee kah yg that betoi sang kah mantong betoi maee,negative
meukab laju lage ase teulueng,negative
oo mak mnttttap bos nyoe baro lagu anek muda nyoe hana le lemoh anek muda,positive
apache mantap,positive
kah yahudi cut bui kapeugeut konten yg keun,negative
bek nepike jkt yg penteng nipike aceh bejet takelola kedro dlm degala bidang bek bangai sabe bek keuneng peunget sabe jamen sampo jino keuneng peunget mandum partai hana bereh,negative
jaithat iba kertah ge branak yatim yah dipoh le jawa hna kapereman ka prak laen lom,negative
saleum aceh selatan,neutral
meugom bngai peu tayak diskusi ngen bijeh si pai kanda puko lemo,negative
udh takdir aceh nkri jaya aceh nkri,positive
hai abusyik okma kawo kuno uaceh bek ka ka maret diluar hai bangsa okma kah iboh bui hai bui,negative
selep banggsaatttt,negative
alhamdulillahhaba jroh buet jroh,positive
hai rimba pase katop kegop kedeh kajak piep ben kedeh bek kajak medawa disinan,neutral
ureung kagemeupake dum gara gara merepah repah peng keun dipikee rakyat aceh tgk musana neuwo neujak peubetoi hukum aceh allhamdulilah,neutral
padum rek awak kah gabuk that awak pengeut ureung,neutral
meucawo hana ujong mantap apache,positive
harap harap mualem bek tepeungaroh haba gam cantoe yg duek ilua nanggroe lawetnyo ka aman aceh bekle mualem jak pike merdeka aceh han merdeka indonesia merdeka aceh lungkee mie ka itimoh,positive
gampa sumber kekacauan keributan aceh,negative
laot lam nyan teujalen ngon jroh pase,positive
ka adu domba lee barat,neutral
cok haba ifadloen ka iba intan igob boeh leuping intan pui iba fadlon pui intan baiduri pui,neutral
that beda hie apache jameun,neutral
muenyo menan kalinyoe bektapileh bek lolos bak guetanyoe rakyat,neutral
peu d peugah rijal pukoe lemoe,negative
apache krak barang lagee na ju lagu sukses sabee rakan,positive
berkualitasbrbereh that anuk muda,positive
hanalee konsep kepentingan bangsa yg na konsep kepentingan jawa,negative
kiban so na rencana neuk khianat lom kali nyobrnyo aneuk bajeung kon wali nanggroe aceh tp wali partai pa,neutral
neubi be dirasa lage poeh nyan,neutral
abu muda maulaboh anak nya wali allah abu usman maulaboh,neutral
assalammualaikum mualem bek tuwo bendera terimong genaseh,positive
beutoi that lge tgk armed nyan peugah persen,neutral
hanif rb krekkakeuneuk kirim bede peu kapeugak ekkah ma yah kah deuk deuk troi gampung raya that hana tan malei,negative
penghormatan pidato simanah hana tom tujukan wali nanggroe hasan tiro ureung laen mandum dibi peng hormatan beutoi keji that si manah nyan hana balah jasa hasan tiro,neutral
bereh bereh,positive
pkon meunan teuma peu keuh beralih syariah keu utk adat,neutral
hantom ikalon moto bak ma ih kon,negative
ijih ipgah nyoe ipgah jeh jih nyan bak nanggroe penjajah sumahpeng nanggroe blanda kmoe inoe dlm nanggroe droe kmoe meudep wajar kmoe srba mekerja nyoe gdoh meeb bak nggroe penjajah inan,neutral
nyan aneuk almarhum abu usman aceh barat sbb ulon dr aceh barat almarhum abu ibrahim woyla meunyoe pakaian rap lagee nyan cit slm dr meulaboh,neutral
sabda sultan lom dami keumuliaan,positive
asai kalagee ureung seudee ka aulia ilhap han abeeh abeh aceh bangai,negative
neukalon treuk islam anco diaceh menyeu nyan peumimpin,negative
lampukoma keh muzakir barokon paken ka muprang keu aceh menyo kah ken bangsa aceh bit kah mualem pengkhianat bangsa aceh,negative
jak okok tong kosong bret ma si jih,neutral
pu ipeugah,neutral
neeuu brnyo bretoh lom gam brdek awak kah ase brkaek ugle kap le rimungbrkatron ukrung icok lee buya brkawoe uu gampong ipoh lee bangsaa,neutral
imran asee tuto jih hantom sopan sujih lage adee droh bui,negative
lagu favorit lon bg mantqppo,positive
soe tampong alat prang ikirem kalinyoe loen lakee meah tengku,neutral
gajah puteh lambang kodam iskandar muda bravo tni,neutral
aceh hanle merdeka ulama yg asli dawod bereeh pelajari islam kaffah wahabi islam berdasarkan alquraan sunnah,neutral
aceh jih kental hana peutilo lage gob mantap lanjutkan lon ngefans,positive
murih mukah kah hai cut buui mucakap nuraka,negative
neubie ya allah teupeuroee mnusia lagenyoe anxoe geunerasii aneuk miet msa dpean dajjal kdeuh bak mnusia lgenyoe,negative
ka beu he ureng inoeng dgn ureung agam ho ka yg peugah droe pejuang yg peugah droe kombatan pu hana darah le,neutral
mmg sang cut bul kon ureunh aceh asli jd bineh jawa,negative
hai cut asee kasepnyan singeh kamatekeuh,negative
nejak merateb kedeh,positive
awah peugot rakyat atjeh awak nyan pu ji ook ook pu ha na utak wate pegah,negative
beutoi beuna sokongan lua nanggroe sebb jameun jinoe ka modern han jet le lge jameun ta pakek,neutral
bereh wabup berdedikasi,positive
prang lom,neutral
saban macamcara kawandi,neutral
hayeu jroeh that,positive
aleuh nyan damee lom,positive
that kanteng tungku anip nya kenong kupiah lagee raja bakoi sayang ciret,negative
bereh cukop mendidik lagu berkarya,positive
gobnyan ka lheuh geupeugot proyek rayeuk kanto minggu nyoe,positive
that peugah haba si fadlon,neutral
ya allah soe yg peumeun agama allah jak mita viral bak media beu geulatnat le allah kajeut nyan perpecahan lam islam nyan,positive
untong gob rugoe tanyoe nasib ya nasib awak aceh,neutral
hambo ju abis chik,neutral
bude atom,neutral
dileon mebacut hana leon pateh kah belo bede bek kapegah kah panglima wilayah pat operasi kah kapegah kah belo bude padum mah kapu belo tanoh kabelo beude gam mesapu hana kupajoh mesineuk saka ureogot beuleun got hana kuteuriming bant,neutral
nyoo tgl ta adakan upa bendera yg janjikan dlm muq hel tingki,neutral
na yg tem manteng natulong,neutral
sampoh keudeh bek meugawo ureung laen,neutral
syehky lumo,negative
apche saleum jaroe,neutral
yg penteng syari at betedeng aceh malasiya nyan urusan droe jih ta maklum chiet krn mualem aceh,neutral
alah hai tgk telat that jaga agoe mou nyan sengaja peget kepangkai droe ih awak nyan,neutral
abu salam teugoh gepedong pt nkri islam melapek,neutral
ijroh that hana jioh beda kualitah ngon the eaglesi,positive
pu k nyo,neutral
saba aduen,neutral
jak bak sikula loen wabup,negative
muka jawa peugah droe gam sipai jawa nyan pujakusuma putra jawa kelahiran sumatra aceh jeut bahasa aceh sipai jawa nyoe pujakesuma jieh,negative
cut bul na ubat peurayek boh lolo,negative
hana pue peugah le han ilop le nyan,neutral
ek nyo teuma awak gayo asli aceh meunyo pemahaman lon awak asli aceh ya awak aceh percampuran pendatang arab turkiye jepang eropa hindia karna tanoh aceh nyo jameun kosong hana penghuni nyan awak gayo pih pendatang awak trans jawa cam,neutral
bereh linggong sagoe,positive
betoi nyan tgk brhna meleset me bacut pih,neutral
saket si nunggeng nyoe,negative
berehhhhh bang,positive
ya muda mudahan beu trok tujuan,positive
jno sang kputeo dro ngon mualem tuma sbb siki nyan mualem munang sbb jdi ka bela mualem tuma,neutral
bek kadengo syehki nyan nyan presiden grombolan,negative
allahu akbar neubersatu bgsa lon tanyo nyak,positive
nyan ban model awak acehbrbrlageei muruwa,negative
hanjeut tapateh le penyakit budok,negative
yg hana mepon jak beto bek jioh sakit hati,neutral
bit seunang ate kamoe lampoh nek,positive
bereh tongku fatlo,positive
bereh geuchiek,positive
jai s dn s yg pengangguran ureng aceh sampek kadaluarsa kiban keuh nasib aneuk geutanyoe ban sigom aceh syg dn sedih lon kalen d dgn anek yatim yg hana soe pako sampo an uroenyoe tulong pemimpin kalen generasi dn anek yatim bek hina,neutral
jasa jasa aneuk korban dhoem bek towoe neuh bacuet uroe uroe raya bek gadoeh siboek ngoen pue laen,neutral
alhamdulillah komentar positif mandum inti jih bek lage awak blah deuh gadoh copy lagu gop semangat apache mantong na aneuk aceh yg kreatif hasil ciptaan hasil jiplakan,neutral
peu ngikot dajjal habeuh bak ulama jih jikeun jinoe,negative
bankukomen le drou kuh hai syiki nyoe tamuprang jikira teroris kayoe jih kakeuh jinou dukung om bus ombus kon jarou weei jakarta syit syeki jinou kabagai ka keunong kutok bak allah swt preh gila pugoo,negative
gadoh medawa nanggrou cok aju le gop,neutral
pue geuprak diapa maleknyan,negative
that makmu jih nanggroe pase lam nyan,positive
cheh ki kah butahuruf hana mufom ngon hukum islam goblok kah biadap lage lumo hana mufom ngon hukum islam kau dzolem,negative
nyan sigam staf presiden bak roem malam baroe tudeng tgk fadloen ka dibi peurintah iyue peubeureutoeh beute menuroet loen nilai ka framing hahasa cheh choeh cit sigam presiden nyan,neutral
bereh pnjlsan tgk kasem jd ukeu bek pileh pemimpin yg hana ilmu bravo pidie,positive
peungeut,neutral
dengki keu ulama kah kajak letma keuh iboh ase haram jadah,negative
bereh that lagu jih mengat ta dinge,positive
mantap lagu nyoe syair jieh get menceritakan nyata trus berkarya bro semoga maju industri music lokal aceh by adjie jakarta,positive
kah pih raya haba ek ok ek ok,negative
pu nyan nyan ka mubalek sumpah aparat paleh nyan yg tapusumpah,negative
leumoh aneuk muda blang pidie d,neutral
lam nanggro bak awak dro lageenyo tapeugah wate taduek ngon awak jeh laen lom ta cako,neutral
wali agamanya memperbaiki agama acehnyoe lage awak droe ka jeut tobat bek le pip sabenya,positive
na biek pki lam nanggroe aceh jak ancam ulama,neutral
bek kumubang sabe kubang bui gatau teh sabe hai ureng aceh bek bangai sabe,negative
nyo berreh lagu jih hana me apam cotek music yg mandum contek music sukses k apache slm perjuangan dri loen,positive
simanaf meukaleuh dijungkat keng syehky koen cuak rayeuk nyan syehky asei penjilat rayeuk,negative
lagu mabok kupi pakon hana,neutral
mantap wabup,positive
ureng inong han sep ilme agama cit lge nyan,neutral
hasan tiro hana gecok damai,neutral
bah beumateih keudeuh si cut bui nyan ramee yg bela cut bui rupajieh,negative
lika liku anak kuliahan ku alami bravo apache bek leumoh sabe kajep jamu hai nak teuga bacut peuglah skripsi nyan,positive
eik boh,negative
bereh tat che keren video clip nya,positive
ureueng aceh galak keu aman ngon dame,positive
nyankuh nyoe minyoe watee tayue jak sikula ilop lam pueb awai polem poleeem,negative
mantap that wabup,positive
fadlon aneuk bajeung haram jadah bui,negative
teunang bang gubenur droe teuh nyan pat geujak gobnyan inan ureung aceh asli nyo geu jak keunan bak roneh drau neu aceh asli,neutral
ka ek malam wir,neutral
si bui nyan sep paleh akai lage akai bui,negative
asee blahdeh,negative
cukop jai ureng aceh kaya kaya entak uronyo mantong pike keu peng zalim ngon munafik kameuraja rela hana so pike,positive
bencong,negative
meulampoh buet nyang jroh that,positive
nyan juelah tangong jaweep tayoee bangsa aceh yg puenteng muesaboh wslm,neutral
assla mualaikum tgk nyang tunak awak aceh aceh barat lon aneuk aceh barat jeut lon nyang merumpok tgk,neutral
malek bulud penghianat yg tuba hasan tiro muzakir daod yg peugah sang betoi,negative
hn le keadilan keu bangsa dum lon kutem,neutral
ancam mnteng ureng pungo jeut dih ci thep ju balek sineuk lage ipoh bgsa aceh,negative
asai ka aneh bacut penampilan ka aulia aceh,neutral
gadoh katemenak awakah abu laot bek kapejuah drokeh hai asei,negative
adak jamen pane na tntee na roh muprang nek bangainyan,negative
lage puko isyandra bhok that,negative
gam raya misee nyan jih hana beda ngon asee meukurap jih jipeularah syit demedroh sagai,negative
simudakir manaf kaselidiki bijeh pane jih pue bijeh tauek,negative
tong tong curi punyaku biar puntung tangan kaki,neutral
mangat bek geutot le allah oh watee uroe dudoe,positive
pang awak piep aneuk teit megawatibrtrok bak boh prabowo piep le jih brat bangai ureung dukung jihbrlheuh bangai ngeut lom,negative
hahahaahaa bereh that apache brsemangat,positive
mantapp sukses teruss apche,positive
kacan lom bang koboy kana modal ngon peh tem,neutral
anjing pengkhianat bangsa aceh peu kapegah ma keuh binatang paleh aramjadah pukoima keuh bui,negative
pat kejadian nyan,neutral
jawa riek,negative
long kudukung bereh nyan apache,positive
pugotpreman,neutral
mantap that lagu sukses sabe shara,positive
pue nyoe brwate prang jih phon plueng lawa nanggroe,neutral
jai tha ureung aceh roe penjajah jawa sebap hana geutusoe droe geuh lee meunyoe ulama hana gepeudong hukum allah bumoe aceh nyoe nyan ulama pancasila ka yo keupeguasa hana yo lee keu allah,neutral
that paleh iblis dum dipeulabo abu dgn ambisi awak nyan,neutral
butoi tht penjelasan abg brewok,neutral
kajak pab ma keudeuh mandum hai aneuk haram jadah beuk gadoeh kajak peugah haba bangai abeuh bangsa aceh gara gara awak kah hai aneuk bajeung,negative
hana pat koh nyoe apachebrmeuhamboe,positive
walihanageucok dame,neutral
ipusaka gam pukau peukapegah,negative
paeon apo meno,neutral
meutuah sabee,positive
bek kaparak yg kon kon hai bangai,neutral
cut bui nyan,negative
tuha aneuk ngon yah,neutral
saba saba mantong,neutral
donya ka akhe salah cok meubalek cak urueng awam peusijuk ulama meubuet tgk,neutral
bang atok,neutral
cut bui nyan ciit paleh that akaiamp ulok ulok that,negative
bereh that apache slm bandung adoe eu,positive
fadlon nyan ureng pungoe teupeh ule dih dijawa,negative
kebeutui nyan mualem dimaem kaki,negative
asai ka pemilu kaperelei rakyak lheh pemilu janji ijak e ma jih madum,negative
kayapapma abusyik,negative
lam utak teuh saket tadeungo debat,neutral
bereh bereh bereh,positive
nyan bandua jih pancuri atra ureung aceh,negative
pegah nyoe pegah jih ekboh mandum,negative
peugot lagu baroe hay lom,neutral
watee meusahoe jhih hie bui hie ase,negative
yg laen gam kajeut keu penjilatbrhan rugoe azhari tacalon nabrbela meunurot kemampuan,negative
goh dilantek muallim ka dilantak nyoe tanda aceh ukee braaaaaat,neutral
keudeh ulaot menyoe lagenyan lagu kakeheun,negative
ekpukoe tho meulabo kunyet ekpukoe khep meulabo sira,negative
silap bacut nyan kepua gudang itet yg leubeh mujarab karia ipeu angoh,neutral
mantong ku deungoe lagu nyoe emg han bosan ta dengoe lagu apache,positive
bek bk media neu meudebat hai syedara bek le neupeupake bansa sabe keudroe meunyo droe neuh peurlee keu got neuduek neumeupakat hai ek dum,positive
yan kon aneuk tgk usman teuga atou tgk usman pelante betong,neutral
bek paneeeek,neutral
butoi asyik nyanbrdipikir keu prut dro mntongbrngon keluarga dro,neutral
butoi tngku rakyat aceh gohlom merdeka yg ka merdeka simanah ngon masimanah nyan keujeuat ijih hana perle rakyat aceh merdeka karna dro jih ngon majih kelompok jih ka merdeka dasar aram jadah,negative
perle kerja mangat na peng perle peng mangat jet tapeuget kerja,neutral
merdeka ken bak babah kah rimba pase,neutral
bangai ateuh bangai kei anak miet hn sikula tp kutupa sejarah gayo nyan kon babu raja aceh alahai kapluk,negative
wahabinyo wahabi jeh dum bek kajak ato mesjid gop kenan kahkamita majid laen manteng hai ceurape bulut,negative
bereh nektu,positive
mualem buy,negative
salah kheun pang lumoe,negative
mantap awak aceh ka nyan aceh serambi mekkah,positive
leumoh aneuk muda kop jay,neutral
woe haji abah lagei abahroet,negative
nyan lagoe nyan nasehat lon harap terima geu nasehat tgk mudahan manteng beu cok nasehat nyan le bangsa aceh yoee,positive
selow bek goyang,neutral
nyokeuh awak poh ulama,neutral
nanggroe yup jajahan jawa teutap jeuet keu peumimpim teutap hukum jawa,negative
pat bude buiii bangai pattttttt,negative
agam sede inong pungo,negative
ulama gunong pet sago bratau lokasi sarah payang,neutral
sukses sabei rakan loen,positive
bereh wakil kamoe,positive
hai peu ka neutoh nyan sejarah islam aceh meukateuoh peugah pih ka meureunoe le sejarah aceh beh,neutral
pue peugah ata yg hana meu makna le jinoe atanyan mandum ka ji tuka ngon kursi leupon,neutral
hana kupateh le ike,neutral
bereh abu,positive
ta pubuet nyang jroh ngon,positive
aceh berehbr apache mantap,positive
syeki kah bijeih aneuk bajeung ka yak papma keudeih hai asee,negative
su leubo nyan,negative
disapeng hubongan dagang deungon nanggroe lua ka maju that,positive
pueka pemerintah aceh ka buta lam pap ma kuh ulama awai ka hek guepudong syariat islam aceh bek kah jak pue ancoe hai haram mujadah,negative
ayokkkk pemuda aceh sgr gabung dgn gam,negative
cheh ki kah butahuruf lage lumo hana mufom ngon hukum islam goblok kah butahuruf lage puko pekapegah pukokah,negative
mudah ijak brie,neutral
nyan drow neuh teungku haikal meuneudampingi teugku fadloen nak jroeh perjuangan aceh merdeka loom meusamboeng perjungan nyow,neutral
tem eheh haba manteng,neutral
eek,negative
peu anco aceh,neutral
wate prang plueng u luwa wate ka dame woe mita jabatan,neutral
teumeunak teumeunak tapeuduk lompa kanada abusyik taboh keu juri seubab jih raja teumeunak meunak,neutral
kana perubahan ukeue geuchik ne undang,neutral
aceh geusambot geumbira uleh mandum raja aceh,positive
aneuk aceh geuthe,positive
yg got tadukong,positive
nyoe music ka bereh na regea,positive
wate prang plung uluwa nanggroe oh ka dame wo lom ugampoung pu pap lumo,negative
bereh made in dri dri lagee na aju kdeh,positive
merdeka,neutral
aceh susah cok merdeka hadang kelompok baro pa kelompok sosok got penghianat bangsa aceh,negative
jroh that lagei pare naa quotkampung inggrisquot uloentuan setuju pidie naa quotgampong arabquot peu lom pidie ramee warga keturunan arab hanjeut bahasa arab lahee tdk berbahasa arab ling,positive
beudoh lju tgk bek teugeut le darah pejuang hareum jep le penjajah,neutral
hai bek ka pegah nyan kejet inong aceh hana urat male le,neutral
allahummagfirlahu,neutral
negara aceh darussalam,neutral
abu syik ureng tungku laen hana bela tungku muhammad dewi,neutral
menang muallem,neutral
meukab sabe keudroebrbrakibat pikiran hana teupat atawa hana beutoibrakibat plinplan atawa hana jeulas,neutral
maju nyan keurajaan,positive
aceh darussalam merdeka naungan khilafah islam selaen bak nyan bandum ken nyan,neutral
poh beabeh nyan petinggi xx yg ka juet keu lamik jakarta pileh yg betoixx bue lage pejuang taliban cehnya,neutral
man jno ketua pramuka so yg duk hy paleh brkakhun ulma mcm dum,negative
insya allah sekhan ruko teuk ka merdeka bek cehcoh,neutral
polem aneuk bajieng ngen ski jawai,negative
hai bek karu sare kdrou,neutral
awak gam sanggob dipuejuang aceh eh damee agai u kue hana puelee taharap syehdara lon perjuang kudroe droe aju inoe,neutral
alhamdulillah sukses putra aceh semoga jeut keu motivasi laen apachequotgod job semoga putra putri aceh penuh sopan santun menilai karya karya syedara tanyoe ban mandum positif,positive
wali murit ataue wali anek mit,neutral
mangat that,positive
bereh tat lagunyo,positive
melumpo yg naa raya,neutral
sykh punyan peueuceuko ie peureugam angein peumeuein kawei tan mata,neutral
neujak ju gata yahwa,neutral
saudara lon bek iem kajet grak nak ta peu hanco awak nyan mndum,neutral
nyan abu man wilayah aceh barat,neutral
neeu lep laju tegoh goh lom leeu,neutral
pentingan nak meunang pa leuh pemilu mualem yg larang bendera bintang,negative
pat pbb yg tren diaceh pedipubut le pbb bek jak kuak yg hna male bele marit media kenyataan yg but,neutral
ngon ruman nyang cukop that ria ngon bangga,positive
kedeuk rita,neutral
awak pane bg,neutral
ka ta teupu ureng bangai ta pileh cit ureng yg pileh nyan yg bangai meu teugom bangai,negative
bereh that lagu nyou,positive
sukses broe,positive
nyan jet peugah sagai but asai jet keupeng langsong lang rekening dro sagai pipagas landeng ka dipasang pipa umedan jok keujawa but awak pa nyon nyo pemimpin,negative
nyan sang na rencana payah tamat bude lom kalinyoe meunyoe buereuh nyan han kusuroet lee,negative
beu panyang umue beu geu peulindoeng le allah bg fadlon,positive
neupeulajari segoeh loem ji vidio dile,neutral
ahahahaaha braaasai hana tuwoe keu kamoe hana geuchikbrtakorupsi inan taba keunoe seukakkkk,neutral
peugah haba tok mita peng bak tiktok,neutral
hoe ka mualem,neutral
hai mandumm warga aceh rayeuk ka kalon nyan moto jih rubicon rumoh jih ubee raya jihh peu sapat peng nanggroe keu prut droe bupati korupsi nyoe yu priksa bak kpk adun mukhlis nyoe sok peugah bela nanggroe haba ubee raya sok that gam preman nyoe,neutral
bereh that that ju,positive
hai bui uupa ka peselesoe ile fan bendera aceh bek ka pelemak boh kah anek cuco sigoh mekarat bui,negative
atra pusaka pusaka alam,neutral
kamo mendukung berdoa,positive
hai pusaka kayak pap ma keudeh gam pukao bangai meiteugom bangai,negative
lanjutkan ngon mantap that nyan,positive
mandum perle keuprut sou yg kapatek,neutral
bereh bang amek level tunggu nexs song ngen kripek bek tuo beh,positive
sasaran abusyik pegah,neutral
kantoe kpa malaya nyan bereh tugah ureung aceh utk pue maju jln investasi diplomasi luwa nanggroe malaya nangroe besan sultan iskandar muda mudah mudahan aceh na kas droe kpa malaisia cikal utk teudong pemerin,positive
ka i peublo aceh le i manah,negative
tgk so ile ifadlon legehi awak peanco aceh merdeka wate ipegah habajih,neutral
bak raya that neuprak mbong gadoeh peulara mboeng sabe bangsa teuh gasien aju mabok ngon narkoba aju dijajah aju yg na prak dum,negative
betoi that rakyat aceh beu careng bek le pileh si pai paleh pa buy sugot nyan partai pa penghianat aceh bek neupileh le bangsa aceh euuuk,negative
prut beut troe boh beut kreuh,negative
pue tapeugah dayahquot nya beu jibeudoh generasi brontak si pai brdum dayah abu bantakiah jameun yg hna geu brontak sapuquot man saboh dayah jipoh brbrsoe yg kana bantu bak wate nyan,neutral
bek kah meubeudee lom hay hudep ka tenang bek le ka peu kacho,positive
nyan contoh haba ureung carong hana meu en tinak ma,neutral
gajah puteh jitubiet karna lam uteun jih ka jikueh meuh koh kayee dlll ka jirusak le manusia perusahaan tambang bek jak peugah aba lumpoe sabe,neutral
loen galak that lagu aceh apache sukses bek panik,positive
prang preng prong ule kah yg na rakyat lom yg jedeh korban hana utak,negative
kontribusi dayah na so peugaphan ureng chik tanyo urg awam dllbrmenyo hana urg nyan suwah taba bak dosmir wate mate ureng,neutral
watei fhon god neupeugah haba watei neupeu salah teungku hinan kureung galak ureung keudrow neuh ci peugah peulajaran pui kitab pui geu pubeut dayah peusantren,neutral
bereh that awak droeneuh a hrefhttpwww youtube comresultssearchqueryapacheapachea dbrkeep the tune,positive
peutatjaik ue israel tgk,neutral
hayeu,positive
kujok jempol,positive
bangsa aceh merdeka butuh wakil penjajah alias gubernur sarong jaro kompeni indo jawa bumo aceh,neutral
peumukapnyan baca beitoi sejarah aceh tanyon bak abuhasan krueng kale perdamaiannya puwor mayet hasan tiro keaceh,neutral
aceh neucok pulang hai tgk,neutral
kajak letma keh ek peng kinyanat awakkah,negative
sgat beutoi haba cekhi nyan,neutral
get,neutral
nyan betoy yah,neutral
puleh lemeh anek muda menye dinge lagu nyo,positive
ek pukoe tuha nyoe yng peugah bangai yng deungoe lebh brat bangai,negative
nyan apache bek neujiplak lagu india bek lage awak jame,neutral
wow ka juta leubeh tayang,positive
nyan keuh contohquotaneuk hana the keu untong ipike kiban meunyo mantong ureng chik ok mese teu keudi hana le kiban sengsara geuh oh gekalon aneuk geuh yg geukubah lage nyan ikirem doa keu gob nyanbrsubhanallah innalilah neubi beu jioh bala bak t,negative
lagu nyo kop lagak,positive
urueng aceh mandum purlee merdeka pajan nuegrak man wslm,neutral
bek tat nedege haba t irsadi ngen dek pad releh droe muallem,positive
bereh that lagu nyan lage situasi jino,positive
nyoe lage nyoe lagu sabe ek ta deungoe brtidak membosankan,positive
si dedi nyan awak coem geuntoet malek ma kupue tajak meuurusan ngoen antek,negative
ka pakat ma keuh meuprang lom,negative
intelek aceh merdeka tengku fadlon musa istiqomah semangat lindungan allah diskusi,positive
butoi nyan jalan yg damai referendum lebeh get,neutral
aneuk bak inoeng jawa kadang,negative
bereh bereh bereh brken lagei si jeh,positive
nyan model pakek topi itam gure gule plik,neutral
nyan soe nyeng tadeungoe bek neumeuseunoh marit hai bsngai,negative
kabutoe nyan trmasuk laen lom,neutral
syki nyaen cuwak jawa inoe mntou ureung jawa hna gna bahas mslah pjuangan bak jih,negative
dayah kiban cit geunek bangun kabantu le kah manteng hai ek kapike perte awak ek lam kaca minyek angen ken kajak sabee droekeh manteng ken bek kajak peusalah ulama pendidikan islam aceh,neutral
uronyo berangkaso jeut duk gubernur menyo akidah jih hana got ureng aceh fhengfo agama modern budaya si panyang boh indomie idom,neutral
abu laot puko lumo,negative
beukah barang haha,positive
gadoh peugah haba carong sabe,neutral
lucu tat he he,neutral
misi mualem karna gubernur wakil gubernur na staf carong padu gubernur tabangun aceh hana pu karu le,positive
judul lage pukoooomaaajih,negative
ka culeuk mandum aju,negative
kop paleh fadlon abeh ulama ji hin,neutral
abu budi berkedok ulama bersuruba hati hati,negative
meuprang keudeh lom pue yg pelara nyaen nyekeunbureung aceh net ngat ijakwau ujawa kedeh,negative
poko jih peutalo si pang tibang nyan,negative
subscribe back ya loen galak lgu nyoe,positive
uemhai kajak vpapmaikeuh mandumvanek bajei perte bui buj seugot kapileh pukomaikeuh,negative
awak geta nyo lehat kajet keu munafik,neutral
utak jih meurahoep ngoen aneuk bangsa meurahoep karna seumike lagee nyan ka tateupeu pereute nyan geureupoh ceurape tp mantoeng cit jak agoeng ijak peuloep aneuk bangsa lam gereupoeh nyan,neutral
pane inong seudei nyan that teuga bela si mata sarok,neutral
ka deuh so yg caroeng,neutral
paleh china han dihina bgs droe kedroe tgk muhammad hasan ditiro asoe syurga hantom gehina bgsgeh hantom gecaci bgsgeh lam kanto pbb gekerija bgs gsyg semoga aceh betroh lgei yg gecita cta le tgk muhammad hasan ditiro aamiiiiin,neutral
takot singoh han le soe tem loen ka tuha,neutral
